locality,state,location,lon,lat
Greenville Co.,SC,"Greenville Co., SC",-82.34518899999999,34.9297484
Greenwood,SC,"Greenwood, SC",-82.1617883,34.1954001
Hamburgh,SC,"Hamburgh, SC",-81.957893,33.4798589
Indian Land,SC,"Indian Land, SC",-80.8558097,35.0016097
James Island,SC,"James Island, SC",-79.95284509999999,32.7534721
Laurens,SC,"Laurens, SC",-82.0142597,34.4990116
lexington,SC,"lexington, SC",-81.2362107,33.9815369
Lexington,SC,"Lexington, SC",-81.2362107,33.9815369
Mayesville,SC,"Mayesville, SC",-80.20813190000001,33.9876575
Newberry,SC,"Newberry, SC",-81.6187178,34.2745833
Pendleton,SC,"Pendleton, SC",-82.7837514,34.6517733
Pineville,SC,"Pineville, SC",-80.0292462,33.4282228
Port Royall,SC,"Port Royall, SC",-80.6926069,32.3790843
Prince Williams,SC,"Prince Williams, SC",-82.1599368,34.7814171
Santee,SC,"Santee, SC",-80.4864764,33.4751634
Society Hill,SC,"Society Hill, SC",-79.8508976,34.5126567
Spartanburg,SC,"Spartanburg, SC",-81.9320482,34.9495672
St. Bartholomew,SC,"St. Bartholomew, SC",-80.069453,34.376046
St. George,SC,"St. George, SC",-80.57565330000001,33.1859958
St. John,SC,"St. John, SC",-80.0646682,32.7177248
Stateburgh,SC,"Stateburgh, SC",-80.53480689999999,33.9576546
Statesburgh,SC,"Statesburgh, SC",-80.529809,33.94950499999999
Sumterville,SC,"Sumterville, SC",-80.3414693,33.9204354
Sumterville (Sumter),SC,"Sumterville (Sumter), SC",NA,NA
Union,SC,"Union, SC",-81.623711,34.7154122
Waccamaw,SC,"Waccamaw, SC",-79.1460293,33.4518078
Walhalla,SC,"Walhalla, SC",-83.06404169999999,34.7648176
Walterboro,SC,"Walterboro, SC",-80.6667688,32.9051704
Welsh Neck,SC,"Welsh Neck, SC",-79.849031,34.511844
Williamsburg,SC,"Williamsburg, SC",-79.6502105,33.62936060000001
Winnsboro,SC,"Winnsboro, SC",-81.0864776,34.3807012
Winyah,SC,"Winyah, SC",-79.24229559999999,33.2702072
York Dist.,SC,"York Dist., SC",-81.24201750000002,34.9943021
York Dist. (or county),SC,"York Dist. (or county), SC",-81.2027157,34.9863891
NA,SC,"NA, SC",-81.1637245,33.836081
Aberdeen,SD,"Aberdeen, SD",-98.4864829,45.4646985
Ft. Randall,SD,"Ft. Randall, SD",-98.475512,43.083096
Ft. Sully,SD,"Ft. Sully, SD",-100.4573215,44.5979584
Ft. Wadsworth,SD,"Ft. Wadsworth, SD",-97.53186240000001,45.6587904
Yankton,SD,"Yankton, SD",-97.39728129999999,42.87110879999999
Athens,TN,"Athens, TN",-84.5929898,35.4428512
Briston,TN,"Briston, TN",-82.18874439999999,36.5951059
Charlotte,TN,"Charlotte, TN",-87.33973189999999,36.1772797
Chattanooga,TN,"Chattanooga, TN",-85.3096801,35.0456297
Clarksville,TN,"Clarksville, TN",-87.3594528,36.5297706
Columbia,TN,"Columbia, TN",-87.0352831,35.6150716
Culleoka,TN,"Culleoka, TN",-86.9830602,35.4795186
Dyersburg,TN,"Dyersburg, TN",-89.38562809999999,36.0345159
Edgefield,TN,"Edgefield, TN",-82.13985319999999,36.5898299
Fayetteville,TN,"Fayetteville, TN",-86.57055079999999,35.1520266
Fountain,TN,"Fountain, TN",-83.9374084,36.0320262
Franklin,TN,"Franklin, TN",-86.8688899,35.9250637
Franklin College,TN,"Franklin College, TN",-86.8282162,35.9561462
Gallatin,TN,"Gallatin, TN",-86.4466599,36.3883809
Greeneville,TN,"Greeneville, TN",-82.83098609999999,36.1631574
Greenville,TN,"Greenville, TN",-82.83098609999999,36.1631574
Irving College,TN,"Irving College, TN",-85.713312,35.58396
Jackson,TN,"Jackson, TN",-88.81394689999999,35.6145169
Knoxville,TN,"Knoxville, TN",-83.9207392,35.9606384
Knoxville Lib.,TN,"Knoxville Lib., TN",-83.919461,35.962303
LaGrange,TN,"LaGrange, TN",-89.2436803,35.0453673
lebanon,TN,"lebanon, TN",-86.2911024,36.2081098
Lebanon,TN,"Lebanon, TN",-86.2911024,36.2081098
Madisonville,TN,"Madisonville, TN",-84.3635338,35.5197984
Maryville,TN,"Maryville, TN",-83.9704593,35.7564719
Massy Creek,TN,"Massy Creek, TN",-83.48346149999999,36.1116278
McKenzie,TN,"McKenzie, TN",-88.5186636,36.1325616
McMinnville,TN,"McMinnville, TN",-85.7801453,35.6865889
memphis,TN,"memphis, TN",-90.0489801,35.1495343
Memphis,TN,"Memphis, TN",-90.0489801,35.1495343
Mifflin,TN,"Mifflin, TN",-88.5800517,35.5528512
Mossy Creek,TN,"Mossy Creek, TN",-83.48346149999999,36.1116278
Murfreesboro,TN,"Murfreesboro, TN",-86.39027,35.8456213
Nashville,TN,"Nashville, TN",-86.7816016,36.1626638
Pulaski,TN,"Pulaski, TN",-87.0308412,35.1998023
Savannah,TN,"Savannah, TN",-88.2492037,35.2248034
Sewanee,TN,"Sewanee, TN",-85.9210899,35.2031373
Somerville,TN,"Somerville, TN",-89.35007139999999,35.2436969
Stockton,TN,"Stockton, TN",-84.8227225,36.40535029999999
Trenton,TN,"Trenton, TN",-88.94145379999999,35.9806239
Tusculum,TN,"Tusculum, TN",-82.7587626,36.1751031
Washington County,TN,"Washington County, TN",-82.5185837,36.3321016
Williamsport,TN,"Williamsport, TN",-87.21920310000002,35.6866467
Winchester,TN,"Winchester, TN",-86.11220709999999,35.1859163
NA,TN,"NA, TN",-86.5804473,35.5174913
Austin,TX,"Austin, TX",-97.7430608,30.267153
Bastrop,TX,"Bastrop, TX",-97.3152701,30.1104947
Belton,TX,"Belton, TX",-97.46445299999999,31.0560132
Brownsville,TX,"Brownsville, TX",-97.4974838,25.9017472
Chapel Hill,TX,"Chapel Hill, TX",-96.2571708,30.14249319999999
Clarksville,TX,"Clarksville, TX",-95.05272199999999,33.6106648
College Station,TX,"College Station, TX",-96.3344068,30.627977
Content,TX,"Content, TX",-97.778764,30.2850698
Corsicana,TX,"Corsicana, TX",-96.46887269999999,32.0954304
Dallas,TX,"Dallas, TX",-96.79698789999999,32.7766642
Fort Worth,TX,"Fort Worth, TX",-97.3307658,32.7554883
Ft. Clark,TX,"Ft. Clark, TX",-100.4194417,29.3064207
Galveston,TX,"Galveston, TX",-94.7976958,29.3013479
Georgetown,TX,"Georgetown, TX",-97.6779842,30.6332618
Henderson,TX,"Henderson, TX",-94.7993802,32.1532156
houston,TX,"houston, TX",-95.3698028,29.7604267
Houston,TX,"Houston, TX",-95.3698028,29.7604267
Huntsville,TX,"Huntsville, TX",-95.55077709999999,30.7235263
Independence,TX,"Independence, TX",-96.346389,30.319167
Jefferson,TX,"Jefferson, TX",-94.34519259999999,32.7573626
Leon County,TX,"Leon County, TX",-95.9832577,31.2152685
Liberty County,TX,"Liberty County, TX",-94.81059549999999,30.1633593
Marshall,TX,"Marshall, TX",-94.36741839999999,32.5448714
Matagorda,TX,"Matagorda, TX",-95.96827139999999,28.691133
near San Antonio,TX,"near San Antonio, TX",-98.49362819999999,29.4241219
New Braunfels,TX,"New Braunfels, TX",-98.1244531,29.7030024
Nocogdoches,TX,"Nocogdoches, TX",-94.6554874,31.6035129
Phantom Hill,TX,"Phantom Hill, TX",-99.6789831,32.6423673
Rio Grande,TX,"Rio Grande, TX",-98.8203046,26.3797874
Rutersville,TX,"Rutersville, TX",-96.7972005,29.9477242
San Antonio,TX,"San Antonio, TX",-98.49362819999999,29.4241219
Sherman,TX,"Sherman, TX",-96.6088805,33.6356618
Sisterdale,TX,"Sisterdale, TX",-98.7208615,29.9729915
tehuacana,TX,"tehuacana, TX",-96.54692829999999,31.7412763
Tehuacana,TX,"Tehuacana, TX",-96.54692829999999,31.7412763
Tyler,TX,"Tyler, TX",-95.30106239999999,32.3512601
Waco,TX,"Waco, TX",-97.1466695,31.549333
Waxahachie,TX,"Waxahachie, TX",-96.8483311,32.3865312
NA,TX,"NA, TX",-99.9018131,31.9685988
Alpine City,UT,"Alpine City, UT",-111.7779865,40.4532833
American Fork,UT,"American Fork, UT",-111.7957645,40.3768954
Beaver,UT,"Beaver, UT",-112.6410518,38.2769149
Beaver City,UT,"Beaver City, UT",-112.6410518,38.2769149
Cedar City,UT,"Cedar City, UT",-113.0618931,37.67747689999999
Coalville,UT,"Coalville, UT",-111.3993634,40.9177251
Desaret City,UT,"Desaret City, UT",NA,NA
Ephraim,UT,"Ephraim, UT",-111.5863052,39.3596841
Fillmore,UT,"Fillmore, UT",-112.3397377,38.9638553
Gardnersville,UT,"Gardnersville, UT",NA,NA
Gunnison,UT,"Gunnison, UT",-111.8182582,39.1552391
Harrisburg,UT,"Harrisburg, UT",-113.3943953,37.2058153
Lehi,UT,"Lehi, UT",-111.8507662,40.3916172
Logan,UT,"Logan, UT",-111.8338359,41.7369803
Manti,UT,"Manti, UT",-111.6368627,39.2682951
Minersville,UT,"Minersville, UT",-112.9235621,38.2141363
Moroni,UT,"Moroni, UT",-111.5904725,39.5249615
Mount Pleasant,UT,"Mount Pleasant, UT",-111.4554659,39.5469073
Nephi,UT,"Nephi, UT",-111.8363216,39.7102336
Ogden City,UT,"Ogden City, UT",-111.9738304,41.223
Parowan,UT,"Parowan, UT",-112.8279996,37.8421975
Payson,UT,"Payson, UT",-111.7321518,40.0443989
Provo,UT,"Provo, UT",-111.6585337,40.2338438
Rockville,UT,"Rockville, UT",-113.0382745,37.1610939
Salt Lake City,UT,"Salt Lake City, UT",-111.8910474,40.7607793
Spanish Forks,UT,"Spanish Forks, UT",-111.654923,40.114955
Springville,UT,"Springville, UT",-111.6107526,40.1652335
St. George,UT,"St. George, UT",-113.5684164,37.0965278
Tooele,UT,"Tooele, UT",-112.29828,40.53077760000001
Toquersville,UT,"Toquersville, UT",-113.2846707,37.2533157
Washington,UT,"Washington, UT",-113.5082867,37.1305373
Abington,VA,"Abington, VA",-81.9773482,36.70983349999999
Alexandria,VA,"Alexandria, VA",-77.0469214,38.8048355
Ashland,VA,"Ashland, VA",-77.47998369999999,37.7590318
Aylett's,VA,"Aylett's, VA",-77.1056529,37.7851462
Berryville,VA,"Berryville, VA",-77.9822193,39.1517713
Blacksburg,VA,"Blacksburg, VA",-80.4139393,37.2295733
Boydtown,VA,"Boydtown, VA",-78.38749779999999,36.6676413
Bruton,VA,"Bruton, VA",-76.6915035,37.3107749
Charlotesville,VA,"Charlotesville, VA",-78.47667810000002,38.0293059
Charlottesville,VA,"Charlottesville, VA",-78.47667810000002,38.0293059
Charlottesville?,VA,"Charlottesville?, VA",-78.47667810000002,38.0293059
Christiansburg,VA,"Christiansburg, VA",-80.4089389,37.1298517
Dimveddie?,VA,"Dimveddie?, VA",NA,NA
emory,VA,"emory, VA",-81.834939,36.77381099999999
Emory,VA,"Emory, VA",-81.834939,36.77381099999999
Fairfax,VA,"Fairfax, VA",-77.30637329999999,38.84622359999999
Fairfax County,VA,"Fairfax County, VA",-77.2405153,38.9085472
Fort Monroe,VA,"Fort Monroe, VA",-76.3110354,37.0015693
Frederickburg,VA,"Frederickburg, VA",-77.4605399,38.3031837
Fredricksburg,VA,"Fredricksburg, VA",-77.4605399,38.3031837
Front Royal,VA,"Front Royal, VA",-78.1944446,38.9181671
Gate City,VA,"Gate City, VA",-82.5809876,36.6378774
Germanna,VA,"Germanna, VA",-77.783543,38.377679
Hampden Sidney,VA,"Hampden Sidney, VA",-78.46102979999999,37.2403758
Hampden Sydney,VA,"Hampden Sydney, VA",-78.46102979999999,37.2403758
Hampton,VA,"Hampton, VA",-76.34522179999999,37.0298687
Harrisonburg,VA,"Harrisonburg, VA",-78.8689155,38.4495688
Hillsborough (now Hillsboro),VA,"Hillsborough (now Hillsboro), VA",-77.7339496,39.2057315
Hollins,VA,"Hollins, VA",-79.94309520000002,37.3412463
Jeffersonville (now Tazemell),VA,"Jeffersonville (now Tazemell), VA",-81.4988981,37.1189024
Kikotan,VA,"Kikotan, VA",-76.346333,37.0143135
King George's Co.,VA,"King George's Co., VA",-77.17972209999999,38.26643749999999
Leeds,VA,"Leeds, VA",-72.6820638,42.351168
Lewisburg,VA,"Lewisburg, VA",-80.44563029999999,37.8017879
Lexington,VA,"Lexington, VA",-79.4428157,37.78402080000001
Lynchburg,VA,"Lynchburg, VA",-79.14224639999999,37.4137536
Madison,VA,"Madison, VA",-78.25750350000001,38.3804062
Manicantown,VA,"Manicantown, VA",-77.7022145,37.6015357
New Market,VA,"New Market, VA",-78.6714064,38.647896
Norfolk,VA,"Norfolk, VA",-76.28587259999999,36.8507689
Orange Co.,VA,"Orange Co., VA",-77.973865,38.24266739999999
Orange County,VA,"Orange County, VA",-77.973865,38.24266739999999
Palmyra,VA,"Palmyra, VA",-78.2633426,37.8609872
Petersburg,VA,"Petersburg, VA",-77.40192669999999,37.2279279
Portsmouth,VA,"Portsmouth, VA",-76.2982742,36.8354258
Richmond,VA,"Richmond, VA",-77.4360481,37.5407246
Romney,VA,"Romney, VA",-78.75668390000001,39.3420431
Salem,VA,"Salem, VA",-80.05476259999999,37.2934681
St. Staunton,VA,"St. Staunton, VA",-79.0724178,38.1514461
Staunton,VA,"Staunton, VA",-79.0716958,38.149576
Warm Springs,VA,"Warm Springs, VA",-79.7905863,38.0460901
Williamsburg,VA,"Williamsburg, VA",-76.7074571,37.2707022
Winchester,VA,"Winchester, VA",-78.1633341,39.1856597
NA,VA,"NA, VA",-78.6568942,37.4315734
Andover,VT,"Andover, VT",-72.6965278,43.27735860000001
Arlington,VT,"Arlington, VT",-73.1539734,43.0747858
Barnard,VT,"Barnard, VT",-72.6189876,43.728679
Barnet,VT,"Barnet, VT",-72.0493779,44.2968323
Barre,VT,"Barre, VT",-72.50204939999999,44.1970055
Bennington,VT,"Bennington, VT",-73.1967741,42.8781345
Benson,VT,"Benson, VT",-73.3001233,43.7099497
Bradford,VT,"Bradford, VT",-72.1290054,43.9925315
Brandon,VT,"Brandon, VT",-73.087648,43.7981572
Brattleboro,VT,"Brattleboro, VT",-72.5578678,42.8509152
Brattleborough,VT,"Brattleborough, VT",-72.5578678,42.8509152
Brookfield,VT,"Brookfield, VT",-72.6034385,44.0422861
burlington,VT,"burlington, VT",-73.21207199999999,44.4758825
Burlington,VT,"Burlington, VT",-73.21207199999999,44.4758825
Calais,VT,"Calais, VT",-72.46634259999999,44.363296
Cavendish,VT,"Cavendish, VT",-72.5914616,43.4145061
Chelsea,VT,"Chelsea, VT",-72.4475994,43.989788
Chester,VT,"Chester, VT",-72.5951082,43.2628476
Cornwall,VT,"Cornwall, VT",-73.2103951,43.960893
Derby,VT,"Derby, VT",-72.13450689999999,44.9639953
Dorset,VT,"Dorset, VT",-73.0987801,43.2548074
East Calais,VT,"East Calais, VT",-72.4299853,44.366446
East Dorset,VT,"East Dorset, VT",-73.0101622,43.2399366
Fair Haven,VT,"Fair Haven, VT",-73.2657155,43.594801
Felchville,VT,"Felchville, VT",-72.53787,43.4564604
Grafton,VT,"Grafton, VT",-72.6064633,43.1716817
Grand-Isle,VT,"Grand-Isle, VT",-73.2923538,44.72254359999999
Guilford,VT,"Guilford, VT",-72.575487,42.8170235
Hartford,VT,"Hartford, VT",-72.3696992,43.6637411
Hinesburgh,VT,"Hinesburgh, VT",-73.11067899999999,44.3292199
Hyde Park,VT,"Hyde Park, VT",-72.6165192,44.5939318
Irasburg,VT,"Irasburg, VT",-72.2795489,44.80338159999999
Lowell,VT,"Lowell, VT",-72.4476024,44.7992084
Lunenburgh,VT,"Lunenburgh, VT",-71.6820321,44.4631136
Manchester,VT,"Manchester, VT",-73.0723268,43.16368749999999
Marlborough,VT,"Marlborough, VT",-72.72592709999999,42.859526
Middleburg,VT,"Middleburg, VT",-73.16734,44.015337100000004
Middlebury,VT,"Middlebury, VT",-73.16734,44.015337100000004
Middletown Springs,VT,"Middletown Springs, VT",-73.1181624,43.4856255
Montpelier,VT,"Montpelier, VT",-72.5753869,44.26005929999999
New Hampton,VT,"New Hampton, VT",-72.969889,43.583904
New Haven,VT,"New Haven, VT",-73.1535713,44.12432769999999
Newbury,VT,"Newbury, VT",-72.1341806,44.128342
Newfone,VT,"Newfone, VT",-72.65593129999999,42.9856736
Northfield,VT,"Northfield, VT",-72.65649859999999,44.1511723
Orwell,VT,"Orwell, VT",-73.2978936,43.8039502
Pawlet,VT,"Pawlet, VT",-73.177286,43.3465552
Peacham,VT,"Peacham, VT",-72.1704048,44.3286166
Pittsfield,VT,"Pittsfield, VT",-72.8128828,43.7722884
Pittsford,VT,"Pittsford, VT",-73.02816469999999,43.7067329
Pomfret,VT,"Pomfret, VT",-72.4801821,43.7270391
Post Mills Village,VT,"Post Mills Village, VT",-72.26057279999999,43.886043
Poultney,VT,"Poultney, VT",-73.2362261,43.5170325
Proctorsville,VT,"Proctorsville, VT",-72.638558,43.3826236
Reading,VT,"Reading, VT",-72.5914616,43.4893362
Rochester,VT,"Rochester, VT",-72.80801799999999,43.8745646
Rockingham,VT,"Rockingham, VT",-72.4889288,43.1876028
Royalton,VT,"Royalton, VT",-72.5427505,43.81765739999999
Rupert,VT,"Rupert, VT",-73.2228853,43.2597979
Rutland,VT,"Rutland, VT",-72.9726065,43.6106237
Ryegate,VT,"Ryegate, VT",-72.1160864,44.2387639
Shoreham,VT,"Shoreham, VT",-73.3159515,43.8936708
Springfield,VT,"Springfield, VT",-72.4823117,43.2984078
St. Albans,VT,"St. Albans, VT",-73.0835582,44.8107132
St. Johnsburg,VT,"St. Johnsburg, VT",-72.0151183,44.4192627
St. Johnsbury,VT,"St. Johnsbury, VT",-72.0151183,44.4192627
Stafford,VT,"Stafford, VT",-72.37787279999999,43.86645679999999
Stowe,VT,"Stowe, VT",-72.6874023,44.4654332
Sutton,VT,"Sutton, VT",-72.02565249999999,44.6331085
Thetford,VT,"Thetford, VT",-72.2434689,43.8250578
Vergennes,VT,"Vergennes, VT",-73.2540111,44.1672771
Vernon,VT,"Vernon, VT",-72.5134223,42.7620271
Wallingford,VT,"Wallingford, VT",-72.9773692,43.4717467
Wells River,VT,"Wells River, VT",-72.0470357,44.1542302
West Randolph,VT,"West Randolph, VT",-72.6656948,43.9247446
West Windsor,VT,"West Windsor, VT",-72.48792879999999,43.4858881
Weston,VT,"Weston, VT",-72.7929085,43.29130079999999
Williamstown,VT,"Williamstown, VT",-72.5414937,44.1217292
Wilmington,VT,"Wilmington, VT",-72.8714468,42.8683889
Windsor,VT,"Windsor, VT",-72.3865679,43.4799996
Woodstock,VT,"Woodstock, VT",-72.51851119999999,43.6242442
Astoria,WA,"Astoria, WA",-123.8312534,46.1878841
Colville,WA,"Colville, WA",-117.9009544,48.5449971
Ft. Vancouver,WA,"Ft. Vancouver, WA",-122.6643376,45.62810169999999
Olympia,WA,"Olympia, WA",-122.9006951,47.0378741
Port Madison,WA,"Port Madison, WA",-122.5303301,47.7324415
Seattle,WA,"Seattle, WA",-122.3320708,47.6062095
Spokane,WA,"Spokane, WA",-117.4260466,47.6587802
Steilacoom,WA,"Steilacoom, WA",-122.6026274,47.1698197
Vancouver,WA,"Vancouver, WA",-122.6716063,45.6318397
Walla Walla,WA,"Walla Walla, WA",-118.3430209,46.0645809
Washington City,WA,"Washington City, WA",-122.3320708,47.6062095
Allen's Grove,WI,"Allen's Grove, WI",-88.7625,42.58027999999999
Appleton,WI,"Appleton, WI",-88.41538469999999,44.2619309
Astor,WI,"Astor, WI",-87.90019,43.04596249999999
Bayfield,WI,"Bayfield, WI",-90.81824,46.8107671
Beaver Dam,WI,"Beaver Dam, WI",-88.837329,43.4577692
Belleville,WI,"Belleville, WI",-89.5381766,42.8597241
Beloit,WI,"Beloit, WI",-89.03177649999999,42.5083482
Black River Falls,WI,"Black River Falls, WI",-90.8515311,44.2946833
Bloomington,WI,"Bloomington, WI",-90.9234604,42.8852664
De Pere,WI,"De Pere, WI",-88.0603806,44.4488805
Delafield / Nashotah,WI,"Delafield / Nashotah, WI",-88.41394679999999,43.0516403
Delavan,WI,"Delavan, WI",-88.6437138,42.6330703
Du Lac,WI,"Du Lac, WI",-88.4470508,43.7730448
Eau Claire,WI,"Eau Claire, WI",-91.4984941,44.811349
Fond du Lac,WI,"Fond du Lac, WI",-88.4470508,43.7730448
Fort Atkinson,WI,"Fort Atkinson, WI",-88.8370509,42.9288944
Fort Howard,WI,"Fort Howard, WI",-88.0451846,44.5438377
Fox Lake,WI,"Fox Lake, WI",-88.90649839999999,43.565543
Franklin,WI,"Franklin, WI",-88.03841949999999,42.888627
Fremont,WI,"Fremont, WI",-88.86483439999999,44.2597027
Galesville,WI,"Galesville, WI",-91.3490376,44.0816282
Gilmanton,WI,"Gilmanton, WI",-91.6765674,44.4695725
Hudson,WI,"Hudson, WI",-92.7568703,44.9746896
Iturgeon Bay,WI,"Iturgeon Bay, WI",-87.3770419,44.8341639
Jamesville,WI,"Jamesville, WI",-89.0187222,42.6827885
Janesville,WI,"Janesville, WI",-89.0187222,42.6827885
Kenosha,WI,"Kenosha, WI",-87.82118539999999,42.5847425
Kewanee,WI,"Kewanee, WI",-87.50313969999999,44.4583321
LaCrosse,WI,"LaCrosse, WI",-91.23958069999999,43.8013556
Madison,WI,"Madison, WI",-89.4012302,43.0730517
Manitowoc,WI,"Manitowoc, WI",-87.657584,44.0886059
Manston,WI,"Manston, WI",NA,NA
Mendota,WI,"Mendota, WI",-89.3977261,43.1320121
Menominee,WI,"Menominee, WI",-88.6507943,44.88577919999999
Milton,WI,"Milton, WI",-88.94399899999999,42.7755645
Milwaukee,WI,"Milwaukee, WI",-87.9064736,43.0389025
Monroe,WI,"Monroe, WI",-89.6384532,42.60111939999999
Near Milwaukee,WI,"Near Milwaukee, WI",-87.9064736,43.0389025
Neenah,WI,"Neenah, WI",-88.462609,44.1858193
New Holstein,WI,"New Holstein, WI",-88.08426419999999,43.9499924
Oshkosh,WI,"Oshkosh, WI",-88.5426136,44.0247062
Pewaukee,WI,"Pewaukee, WI",-88.21690269999999,43.0542058
Platteville,WI,"Platteville, WI",-90.4784621,42.73416
Prairie du Chien,WI,"Prairie du Chien, WI",-91.1412404,43.0516505
Racine,WI,"Racine, WI",-87.78285230000002,42.7261309
Racine Junction,WI,"Racine Junction, WI",-87.7965622,42.7139815
Ripon,WI,"Ripon, WI",-88.8359447,43.8422049
Sheboygan,WI,"Sheboygan, WI",-87.71453,43.7508284
Sheboygan Falls,WI,"Sheboygan Falls, WI",-87.8106439,43.7291617
Sinsinawa,WI,"Sinsinawa, WI",-90.5411621,42.5229821
Sinsinawa Mound,WI,"Sinsinawa Mound, WI",-90.547147,42.523767
Sparta,WI,"Sparta, WI",-90.8129118,43.9441328
Spring Green,WI,"Spring Green, WI",-90.0679016,43.1752695
St. Francis,WI,"St. Francis, WI",-87.8758939,42.9716437
Stevens Point,WI,"Stevens Point, WI",-89.574563,44.52357920000001
Superior,WI,"Superior, WI",-92.10407959999999,46.7207737
Wanpoca,WI,"Wanpoca, WI",-89.0859464,44.3580348
Warikesha,WI,"Warikesha, WI",-88.2314813,43.0116784
Watertown,WI,"Watertown, WI",-88.7289918,43.1947211
Waukesha,WI,"Waukesha, WI",-88.2314813,43.0116784
Waupun,WI,"Waupun, WI",-88.72955189999999,43.6333219
Wausau,WI,"Wausau, WI",-89.6301221,44.9591352
West Allis,WI,"West Allis, WI",-88.0070315,43.0166806
Winnebago,WI,"Winnebago, WI",-88.5251126,44.0758178
NA,WI,"NA, WI",-88.7878678,43.7844397
Barnesville,WV,"Barnesville, WV",-80.6548179,38.8562068
bethany,WV,"bethany, WV",-80.55673840000001,40.205627
Bethany,WV,"Bethany, WV",-80.55673840000001,40.205627
Bethany College,WV,"Bethany College, WV",-80.559834,40.206055
Charles Town,WV,"Charles Town, WV",-77.8597175,39.28899029999999
Charleston,WV,"Charleston, WV",-81.6326234,38.3498195
Charlestown,WV,"Charlestown, WV",-77.8597175,39.28899029999999
Flemington,WV,"Flemington, WV",-80.1320277,39.2664815
Guyandotte,WV,"Guyandotte, WV",-82.3851517,38.4270282
Harper's Ferry,WV,"Harper's Ferry, WV",-77.7388818,39.3253786
Harpers Ferry,WV,"Harpers Ferry, WV",-77.7388818,39.3253786
Lewisburg,WV,"Lewisburg, WV",-80.44563029999999,37.8017879
Martinsburg,WV,"Martinsburg, WV",-77.96388689999999,39.4562099
Morgantown,WV,"Morgantown, WV",-79.95589679999999,39.629526
Moundsville,WV,"Moundsville, WV",-80.7431407,39.9203526
New Cumberland,WV,"New Cumberland, WV",-80.6067392,40.4967329
Ohio County,WV,"Ohio County, WV",-80.610489,40.1111311
Parkensburg,WV,"Parkensburg, WV",-81.56151349999999,39.2667418
